judge_number,judge_date,transfer_agency,transfer_date,happened_date,who_report,misinformation_place,misinformation_issue,misinformation_content,penalty_or_not,administrative_fine,reason
臺灣臺中地方法院裁定109年度中秩字第156號,2020/11/2,臺中市政府警察局霧峰分局,2020/8/14,2020/7/24,員警,臉書,施政謠言,經濟毒瘤三倍倦…從7月20日起萬物皆漲…在全聯1600公克麵條88元，7月20日被改標籤為99元，漲幅11%…當廠商收到三倍倦之後無法馬上存入銀行變現金…三倍倦已經造成嚴重物價上漲,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定109年度重秩字第246號,2020/11/9,新北市政府警察局蘆洲分局,2020/10/29,2020/9/6,,臉書,批評執政者,"這是小英政府開部長級會議中午吃的便當~ 山珍海味。 剛才上網查詢一下，這是台北市○○路○段00號的山海樓手 工台菜餐廳的山海珍寶盒三層便當，一份有17樣菜色，可供 4-6 人吃，一份訂價8880，特價6980，即一人吃得花費1,74 5 ，此超豪華餐廳為米其林一星，蔡政府花錢不手軟，以前 連戰時代開會吃便當一個便當500 還是800 ，被罵得臭頭， 那蔡政府呢？不知道該說什麼，一個勁兒酬庸大官吃的肥滋 滋，敗選的官也越做越大撈前也飽飽！真是台灣的悲哀！",不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院鳳山簡易庭裁定109年度鳳秩字第128號,2020/11/11,高雄市政府警察局鳳山分局,2020/10/5,2020/8/30,,臉書,批評執政者,"齣齣，民脂民膏呀！民進黨真是吃香喝辣蛤? 詐蔡政府部長級會議的中午吃便！哇！山珍海味便當，剛才上網查詢一下，這是台北市○○路○段00號的山海樓手工台菜餐廳的山海珍寶盒三層便當，一份有17樣菜色，可供4-6 人吃，一份訂價8880，特價6980，即一人吃得花費1,745 ，此超豪華餐廳為米其林一星，蔡政府花錢不手軟，以前連戰時代開會吃便當一個便當500 還是800 ，被罵得臭頭，不知民間疾苦，那蔡政府呢？？",不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院刑事裁定109年度秩抗字第8號,2020/11/17,抗告，109年度壢秩字第121號,,2020/3/24,,臉書,武漢肺炎疫情謠言,不分國籍現在入境需要3 天內( 72小時) 的醫師診斷證 明. . . 這裡提供台灣地區可以申請到的診所,裁定撤銷，不罰,,難認定是故意散播不實事實
臺灣士林地方法院裁定109年度湖秩字第99號,2020/11/18,臺北市政府警察局內湖分局,2020/10/29,2020/9/11,,口述,兩岸相關,東沙危機60小時以上，遭中共海上民兵船之包圍,不罰,,是評論非造謠、屬憲法保障言論自由範疇
臺灣彰化地方法院刑事裁定102年度秩字第18號,2013/9/30,彰化縣警察局溪湖分局,2013年6月21日,2013年5月16日,,臉書,東南亞事件,菲律賓人推著年邁的阿嬤不敢進去買麵包，猜的沒錯的話，應該又是受到這次槍擊事件影響,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣彰化地方法院刑事簡易庭裁定106年度秩字第17號,2017/5/15,彰化縣警察局員林分局,2017年5月2日,2017年3月10日,,PTT,社會案件,請問一下三天了棄屍的地點還沒被發現警方也沒動靜剛去買飯也沒發現有人在跟我的行李也收得差不多了東西也打點好了我該逃了嗎？還是再看一下？謝謝大家,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣彰化地方法院刑事簡易庭裁定106年度秩字第27號,2017/7/25,高雄市政府警察局三民第二分局,2017年6月23日,2017年5月21日,,臉書,災害相關,高雄市民族國小旁豆漿店火災造成附近大停電,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣彰化地方法院刑事簡易庭裁定106年度秩字第29號,2017/9/6,彰化縣警察局鹿港分局,2017年8月4日,2017年6月4日,,臉書,災害相關,今天半夜將發生比921地震還嚴重的災難要來了,罰,2000元,足以影響社會之安寧
臺灣嘉義地方法院裁定106年度嘉秩字第2號,2017/3/9,嘉義市政府警察局第一分局,2017年2月9日,2017年1月26日,民眾,傳單,其他,本大廈水塔、水池已2年未清洗，反應多次，置之不理，看看信箱的濾芯，佈滿青苔，每天所使用的水是多麼髒,不罰,,難認定是故意散播不實事實
臺灣橋頭地方法院橋頭簡易庭裁定106年度橋秩字第10號,2017/3/16,高雄市政府警察局左營分局,2017年2月14日,2017年2月11日,,PTT,災害相關,剛剛凹仔底捷運車廂整個失火，捷運在我面前開過去完全沒有停，後面車廂整個燒黑,罰,2000元,散佈謠言，足以影響公共之安寧
福建金門地方法院裁定103年度城秩字第1號,2014/6/10,金門縣警察局,2014年6月3日,2014年5月17日,,臉書,生活謠言,元帥起駕指示～即日起18日內，行經機場路段要小心駕駛，勿行地下道（兩男領旨等待）派符令給眾家人隨車保平安,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新竹地方法院簡易庭裁定102年度竹秩字第13號,2013/7/29,新竹市警察局第二分局,2013年4月11日,2013年3月28日,,臉書,社會案件,新竹市公學新村乙區一帶出現隨機綁小孩的事件發生,不罰,,難認定是故意散播不實事實
臺灣新竹地方法院簡易庭裁定102年度竹秩字第16號,2013/9/3,新竹市警察局,2013年5月23日,2013年5月21日,員警,臉書,施政謠言,2013年國慶煙火將於新竹市南寮盛大舉行，新竹市長已下令，南寮近百隻已絕育流浪犬全數捕抓撲殺（圖片部分）及「請救救新竹南寮漁港那些將成為國慶煙火的犧牲品（文章部份,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新竹地方法院簡易庭裁定103年度竹秩字第18號,2014/10/28,新竹市警察局第一分局,2014年10月9日,2014年7月23日,民眾,傳單,其他,新竹市○○路0段000號之「同信天廈大樓」內電梯及公佈欄張貼內容為：「管委會黑箱作業」、「今年都未開管理委員會會議」、「住戶的提案，置之不理」、「難道住戶的權益及大樓的品質就操控在你們這幾個人手上」、「還是『林氏家族』幕後操控一切嗎」、「不管怎樣…請管委會遵循『公寓大廈管理條例』」,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新竹地方法院簡易庭裁定104年度竹秩字第10號,2015/7/22,新竹市警察局第一分局,2015年6月22日,2015年6月11日,民眾,臉書,社會案件,注意南寮之狼莊震瓏，目前此人逃竄中，魚肉鄉民如有發現，通報有賞0000000000,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新竹地方法院簡易庭裁定107年度竹秩字第63號,2018/9/17,新竹市警察局第二分局,2018年8月16日,2018年7月11日,,PTT,災害相關,7/11新北市政府依據中央氣象局最新天氣預報資料，於早上10時宣布今日下午1時起照常上班及上課,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣花蓮地方法院裁定107年度花秩字第30號,2018/10/17,花蓮縣警察局吉安分局,2018年10月12日,2018年10月5日,,臉書,社會案件,看過路人隨機擄走幼童,罰,2000元,明知該不實貼文為其所杜撰，仍於網路FACEBOOK上張貼並載有「幫忙分享出去」等文字，而為公眾不特定之多名網友按讚及轉載分享之散佈行為，足以影響公共安寧
臺灣高雄地方法院高雄簡易庭裁定101年度雄秩字第39號,2012/8/1,高雄市政府警察局三民第二分局,2012年6月14日,2012年5月,,臉書,生活謠言,小心！！會中毒的臉書facebook登入要小心！如果你登入時有個電話畫面，千萬別登入登入！！,不罰,,難認定是故意散播不實事實
臺灣高雄地方法院鳳山簡易庭裁定103年度鳳秩抗字第2號,2014/10/31,抗告，103年度鳳秩字第7號,,2014年6月11日,,臉書,社會案件,三民區、左營區發生歹徒隨機抓小孩案件……,裁定撤銷，罰則減輕,3500元,民眾對現今社會治安環境之觀感及均仰賴網路取得各項資訊，然網路資訊虛實參半，雖思慮不周，認抗告人前揭行為固屬不法，惟情節尚可憫恕
臺灣高雄地方法院鳳山簡易庭裁定103年度鳳秩字第7號,2014/8/26,0103年7月31日,2014年6月11日,2014年6月11日,,臉書,社會案件,三民區、左營區發生歹徒隨機抓小孩案件…,罰,共8000元,
臺灣高雄地方法院高雄簡易庭裁定105年度雄秩字第16號,2016/10/21,高雄市政府警察局小港分局,2016年3月1日,2016年2月6日,,臉書,災害相關,「這個大火是？」、「我住的旁邊小港工業區失火？」、「這張是我看到照片後馬上去頂樓往中鋼方向拍的照片，確實有火光...被唬爛,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院高雄簡易庭裁定106年度雄秩字第141號,2018/3/31,高雄市政府警察局前鎮分局,2017年12月5日,2017年11月4日,,LINE,社會案件,新興毒品在高雄市立○○高中附近發放,罰,2000元,明知並欲使其所告知之不實訊息散佈於外，所為當已構成散佈謠言之行為，且其內容足以造成民眾恐慌不安，影響公共之安寧
臺灣高雄地方法院鳳山簡易庭裁定106年度鳳秩字第10號,2017/4/28,高雄市政府警察局林園分局,2017年2月23日,2017年1月18日,,臉書,施政謠言,總統府將對反對年金改革民眾開槍,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣基隆地方法院基隆簡易庭裁定106年度基秩字第41號,2017/7/11,基隆市警察局第四分局,2017年6月28日,2017年6月23日,,臉書,社會案件,搭乘計程車（車號末3碼為768號）時，遭該計程車駕駛妨害自由及性騷擾,不罰,,非故意散發傳布虛偽事實
臺灣苗栗地方法院簡易庭裁定102年度苗秩字第2號,2013/6/6,苗栗縣警察局大湖分局,2013年5月8日,2013年3月27日,,臉書,社會案件,最近各地擄小孩的案件頻傳…離我們家很近的豐原也出現了，目前確定豐原公園已經有三個小孩被抱走了,罰,3000元,
臺灣南投地方法院裁定100年度埔秩字第1號,2011/6/22,南投縣政府警察局埔里分局,2011年5月12日,2010年11月22日,,網站,災害相關,2011年5月初開始大地震」、「卦行時間自2011年5月11日9時17分36秒起至2011年5月11日10時43分11秒止」、「台北市災情：死亡153402人，受傷287410人」、「當太陽運行至光子帶時，即2011年5月11日太陽運行至赤經359.000000000度，地球自轉運行至黃經51.3336度，人類逐漸有1/5至1/3人口滅亡」等謠言。嗣於100年4月27日在前開住處接受自由時報、中天新聞台、華視等媒體採訪時，又以言詞散佈不實之「100年5月11日上午10時42分37秒，台灣將出現十四級以上之大地震，並引發一百七十公尺大海嘯，當天會死一百萬人以上」,罰,40000元,
臺灣南投地方法院裁定104年度埔秩字第1號,2015/5/26,南投縣政府警察局仁愛分局,2015年5月20日,2014年11月,,傳單,社會案件,南投地區近期出現古董碎花瓷行李箱詐騙手法之商場公告,罰,3000元,
臺灣南投地方法院裁定104年度埔秩字第4號,2015/12/1,南投縣政府警察局埔里分局,,2015年9月30日,,,,,罰,5000元,
臺灣南投地方法院裁定107年度埔秩字第4號,2018/11/26,南投縣政府警察局埔里分局,2018年11月3日,2018年9月6日,,PTT,關西機場事件,其於燕子颱風肆虐關西機場時，搭乘中國提供之專車前往大阪，嗣並聯絡臺北駐日經濟文化代表處（下稱臺北代表處），詢問是否可提供住宿及交通之協助，卻得到臺北代表處不耐煩之回應,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣板橋地方法院三重簡易庭裁定101年度重秩字第2號,2012/1/3,,,2011年11月10日,,電話,災害相關,這是新北市政府通知：臺電核二廠因地震引起海嘯侵襲受損，可能有輻射外洩，請民眾儘速回屋內掩蔽減少外出，並請隨時收看電視或收聽收音機廣播，注意情況發展,罰,600元,
臺灣新北地方法院板橋簡易庭裁定103年度板秩字第26號,2014/6/25,新北市政府警察局中和第一分局,2014年6月19日,2014年5月31日,民眾,書信,其他,謹訂於中華民國103年6月2日（星期二）端午節上午11時15分為安順里瓦瑤溝邊工程舉行動土典禮，恭請蒞臨指導，安順里敬邀,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定104年度板秩字第35號,2015/4/28,新北市政府警察局板橋分局,2015年4月21日,2015年4月16日,,傳單,施政謠言,近期府中附近常被檢舉開單，其實是副市長給的壓力讓警察出來開單，警察謊稱有人檢舉，其實都是騙人的，把大家當傻子耍，．．．一起唾棄這樣的政府，這樣的政黨你願意被當傻乖乖認了嗎,罰,3000元,
臺灣新北地方法院三重簡易庭裁定104年度重秩字第86號,2016/1/7,新北市政府警察局新莊分局,2015年11月13日,2015年10月22日,,臉書,社會案件,興路與新北大道路口發生有強盜傷人事件,不罰,,難認定是故意散播不實事實
臺灣新北地方法院板橋簡易庭裁定105年度板秩字第6號,2016/1/20,新北市政府警察局永和分局,2015年12月26日,2015年12月12日,,傳單,社會案件,里長王素娥貪污買票,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定105年度重秩字第39號,2016/5/19,新北市政府警察局新莊分局,2016年5月5日,2016年3月28日,軍方,口述,政治人物謠言,有18名ISIS成員偷渡來臺，並稱自己為特勤隊，所駕駛之車輛為蔡英文座車，蔡英文在附近，並表示此消息為蔡英文要他向軍方透露，要求軍方向高層反映,不罰,,非有散發傳佈於公眾之主觀意圖
